team1Name,team2Name,week,day,start,end,season,league,location
North Kimberly Grizzlies,Richardbury Rappers,19,6,2.5,4.5,2024,Diamond League,South Kimberly Plaza Field #1
South Zacharyville Bears,North Antonio Raptors,19,6,4.5,6.5,2024,Diamond League,South Kimberly Plaza Field #1
Kaitlynton Eagles,Johnmouth Mavericks,19,5,1.0,3.0,2024,Diamond League,South Kimberly Plaza Field #1
West Matthewshire Chiefs,Jenniferside Bucaneers,19,5,17.5,19.5,2024,Diamond League,South Kimberly Plaza Field #1
New Jamesbury Bucaneers,Erintown Bucaneers,19,6,6.5,8.5,2024,Diamond League,South Kimberly Plaza Field #1
Paulfort Sabres,Jamesport Bucaneers,19,2,21.0,23.0,2024,Diamond League,South Kimberly Plaza Field #1
West Wendy Rappers,South Barrybury Hawks,20,5,2.5,4.5,2024,Diamond League,South Kimberly Plaza Field #1
South Marcusberg Chiefs,East Anthony Grizzlies,20,2,1.5,3.5,2024,Diamond League,South Kimberly Plaza Field #1
Mitchellmouth Grizzlies,Chavezville Bears,20,3,19.0,21.0,2024,Diamond League,South Kimberly Plaza Field #1
Lake Ricardo Grizzlies,West David Celtics,20,4,14.0,16.0,2024,Diamond League,South Kimberly Plaza Field #1
West Randy Commandos,Edwardstown Dolphins,20,4,16.0,18.0,2024,Diamond League,South Kimberly Plaza Field #1
Zamoraton Mavericks,Zacharyberg Commandos,20,5,10.5,12.5,2024,Diamond League,South Kimberly Plaza Field #1
New Ashley Hornets,Martinezton Grizzlies,20,3,1.0,3.0,2024,Diamond League,South Kimberly Plaza Field #1
South Emilyville Sox,South Michelle Sabres,20,4,18.0,20.0,2024,Diamond League,South Kimberly Plaza Field #1
Mooreland Hornets,Port Roymouth Westerners,20,2,3.5,5.5,2024,Diamond League,South Kimberly Plaza Field #1
Carrbury Mavericks,New Jennyton Celtics,20,6,8.5,10.5,2024,Diamond League,South Kimberly Plaza Field #1
Brownborough Vikings,Victoriahaven Robbers,20,5,4.5,6.5,2024,Diamond League,South Kimberly Plaza Field #1
New Ambermouth Pirates,Lake Anthonytown Vikings,20,5,14.0,16.0,2024,Diamond League,South Kimberly Plaza Field #1
North Shannon Sabres,Westview Warriors,20,3,3.0,5.0,2024,Diamond League,South Kimberly Plaza Field #1
Bauermouth Vikings,Catherinechester Eagles,20,4,20.0,22.0,2024,Diamond League,South Kimberly Plaza Field #1
Benjaminton Sox,Stacyfort Rappers,20,5,16.0,18.0,2024,Diamond League,South Kimberly Plaza Field #1
New Emily Bulls,Lisamouth Eagles,20,5,18.5,20.5,2024,Diamond League,South Kimberly Plaza Field #1
West Nancy Chiefs,Port Josemouth Grizzlies,20,3,21.0,23.0,2024,Diamond League,South Kimberly Plaza Field #1
North Kimberly Grizzlies,Port James Rappers,20,4,5.0,7.0,2024,Diamond League,South Kimberly Plaza Field #1
South Zacharyville Bears,East Kevin Raptors,20,7,19.5,21.5,2024,Diamond League,South Kimberly Plaza Field #1
Kaitlynton Eagles,Richardbury Rappers,20,6,2.5,4.5,2024,Diamond League,South Kimberly Plaza Field #1
West Matthewshire Chiefs,North Antonio Raptors,20,7,7.5,9.5,2024,Diamond League,South Kimberly Plaza Field #1
Paulfort Sabres,Jenniferside Bucaneers,20,5,20.5,22.5,2024,Diamond League,South Kimberly Plaza Field #1
Jamesport Bucaneers,Erintown Bucaneers,20,6,5.0,7.0,2024,Diamond League,South Kimberly Plaza Field #1
West Wendy Rappers,South Marcusberg Chiefs,21,3,1.5,3.5,2024,Diamond League,South Kimberly Plaza Field #1
Mitchellmouth Grizzlies,South Barrybury Hawks,21,1,3.0,5.0,2024,Diamond League,South Kimberly Plaza Field #1
Lake Ricardo Grizzlies,East Anthony Grizzlies,21,4,8.5,10.5,2024,Diamond League,South Kimberly Plaza Field #1
West Randy Commandos,Chavezville Bears,21,5,9.0,11.0,2024,Diamond League,South Kimberly Plaza Field #1
Zamoraton Mavericks,West David Celtics,21,3,5.5,7.5,2024,Diamond League,South Kimberly Plaza Field #1
New Ashley Hornets,Edwardstown Dolphins,21,4,12.5,14.5,2024,Diamond League,South Kimberly Plaza Field #1
South Emilyville Sox,Zacharyberg Commandos,21,4,15.5,17.5,2024,Diamond League,South Kimberly Plaza Field #1
Mooreland Hornets,Martinezton Grizzlies,21,5,11.0,13.0,2024,Diamond League,South Kimberly Plaza Field #1
Carrbury Mavericks,South Michelle Sabres,21,4,17.5,19.5,2024,Diamond League,South Kimberly Plaza Field #1
Brownborough Vikings,Port Roymouth Westerners,21,5,3.5,5.5,2024,Diamond League,South Kimberly Plaza Field #1
New Ambermouth Pirates,New Jennyton Celtics,21,5,13.0,15.0,2024,Diamond League,South Kimberly Plaza Field #1
North Shannon Sabres,Victoriahaven Robbers,21,5,15.0,17.0,2024,Diamond League,South Kimberly Plaza Field #1
Bauermouth Vikings,Lake Anthonytown Vikings,21,7,6.0,8.0,2024,Diamond League,South Kimberly Plaza Field #1
Benjaminton Sox,Westview Warriors,21,5,5.5,7.5,2024,Diamond League,South Kimberly Plaza Field #1
New Emily Bulls,Catherinechester Eagles,21,4,19.5,21.5,2024,Diamond League,South Kimberly Plaza Field #1
West Nancy Chiefs,Stacyfort Rappers,21,6,15.5,17.5,2024,Diamond League,South Kimberly Plaza Field #1
North Kimberly Grizzlies,Lisamouth Eagles,21,6,2.5,4.5,2024,Diamond League,South Kimberly Plaza Field #1
Kaitlynton Eagles,Port James Rappers,21,6,5.0,7.0,2024,Diamond League,South Kimberly Plaza Field #1
West Matthewshire Chiefs,East Kevin Raptors,21,5,17.0,19.0,2024,Diamond League,South Kimberly Plaza Field #1
New Jamesbury Bucaneers,Richardbury Rappers,21,6,7.0,9.0,2024,Diamond League,South Kimberly Plaza Field #1
Paulfort Sabres,North Antonio Raptors,21,7,8.0,10.0,2024,Diamond League,South Kimberly Plaza Field #1
Erintown Bucaneers,Jenniferside Bucaneers,21,7,10.0,12.0,2024,Diamond League,South Kimberly Plaza Field #1
West Wendy Rappers,Mitchellmouth Grizzlies,22,5,4.5,6.5,2024,Diamond League,South Kimberly Plaza Field #1
Lake Ricardo Grizzlies,South Marcusberg Chiefs,22,4,15.0,17.0,2024,Diamond League,South Kimberly Plaza Field #1
West Randy Commandos,South Barrybury Hawks,22,3,17.5,19.5,2024,Diamond League,South Kimberly Plaza Field #1
Zamoraton Mavericks,East Anthony Grizzlies,22,3,9.0,11.0,2024,Diamond League,South Kimberly Plaza Field #1
New Ashley Hornets,Chavezville Bears,22,4,17.0,19.0,2024,Diamond League,South Kimberly Plaza Field #1
South Emilyville Sox,West David Celtics,22,4,19.0,21.0,2024,Diamond League,South Kimberly Plaza Field #1
Mooreland Hornets,Edwardstown Dolphins,22,5,10.0,12.0,2024,Diamond League,South Kimberly Plaza Field #1
Carrbury Mavericks,Zacharyberg Commandos,22,6,8.5,10.5,2024,Diamond League,South Kimberly Plaza Field #1
Brownborough Vikings,Martinezton Grizzlies,22,5,12.0,14.0,2024,Diamond League,South Kimberly Plaza Field #1
New Ambermouth Pirates,South Michelle Sabres,22,5,14.0,16.0,2024,Diamond League,South Kimberly Plaza Field #1
North Shannon Sabres,Port Roymouth Westerners,22,5,16.0,18.0,2024,Diamond League,South Kimberly Plaza Field #1
Bauermouth Vikings,New Jennyton Celtics,22,7,7.5,9.5,2024,Diamond League,South Kimberly Plaza Field #1
Benjaminton Sox,Victoriahaven Robbers,22,6,10.5,12.5,2024,Diamond League,South Kimberly Plaza Field #1
New Emily Bulls,Lake Anthonytown Vikings,22,4,21.0,23.0,2024,Diamond League,South Kimberly Plaza Field #1
West Nancy Chiefs,Westview Warriors,22,7,10.0,12.0,2024,Diamond League,South Kimberly Plaza Field #1
North Kimberly Grizzlies,Catherinechester Eagles,22,6,2.5,4.5,2024,Diamond League,South Kimberly Plaza Field #1
South Zacharyville Bears,Stacyfort Rappers,22,5,18.0,20.0,2024,Diamond League,South Kimberly Plaza Field #1
Kaitlynton Eagles,Lisamouth Eagles,22,6,4.5,6.5,2024,Diamond League,South Kimberly Plaza Field #1
West Matthewshire Chiefs,Port Josemouth Grizzlies,22,5,20.0,22.0,2024,Diamond League,South Kimberly Plaza Field #1
New Jamesbury Bucaneers,Port James Rappers,22,6,6.5,8.5,2024,Diamond League,South Kimberly Plaza Field #1
Paulfort Sabres,East Kevin Raptors,22,6,14.5,16.5,2024,Diamond League,South Kimberly Plaza Field #1
Jamesport Bucaneers,Richardbury Rappers,22,7,12.0,14.0,2024,Diamond League,South Kimberly Plaza Field #1
Erintown Bucaneers,North Antonio Raptors,22,6,12.5,14.5,2024,Diamond League,South Kimberly Plaza Field #1
Jenniferside Bucaneers,Johnmouth Mavericks,22,6,17.0,19.0,2024,Diamond League,South Kimberly Plaza Field #1
West Wendy Rappers,Lake Ricardo Grizzlies,23,4,6.5,8.5,2024,Diamond League,South Kimberly Plaza Field #1
West Randy Commandos,Mitchellmouth Grizzlies,23,7,8.0,10.0,2024,Diamond League,South Kimberly Plaza Field #1
Zamoraton Mavericks,South Marcusberg Chiefs,23,2,1.0,3.0,2024,Diamond League,South Kimberly Plaza Field #1
New Ashley Hornets,South Barrybury Hawks,23,3,11.0,13.0,2024,Diamond League,South Kimberly Plaza Field #1
South Emilyville Sox,East Anthony Grizzlies,23,4,8.5,10.5,2024,Diamond League,South Kimberly Plaza Field #1
Mooreland Hornets,Chavezville Bears,23,2,16.5,18.5,2024,Diamond League,South Kimberly Plaza Field #1
Carrbury Mavericks,West David Celtics,23,3,13.0,15.0,2024,Diamond League,South Kimberly Plaza Field #1
Brownborough Vikings,Edwardstown Dolphins,23,4,14.5,16.5,2024,Diamond League,South Kimberly Plaza Field #1
New Ambermouth Pirates,Zacharyberg Commandos,23,2,5.0,7.0,2024,Diamond League,South Kimberly Plaza Field #1
North Shannon Sabres,Martinezton Grizzlies,23,2,18.5,20.5,2024,Diamond League,South Kimberly Plaza Field #1
Bauermouth Vikings,South Michelle Sabres,23,3,17.0,19.0,2024,Diamond League,South Kimberly Plaza Field #1
Benjaminton Sox,Port Roymouth Westerners,23,3,15.0,17.0,2024,Diamond League,South Kimberly Plaza Field #1
New Emily Bulls,New Jennyton Celtics,23,4,18.0,20.0,2024,Diamond League,South Kimberly Plaza Field #1
West Nancy Chiefs,Victoriahaven Robbers,23,4,10.5,12.5,2024,Diamond League,South Kimberly Plaza Field #1
North Kimberly Grizzlies,Lake Anthonytown Vikings,23,2,20.5,22.5,2024,Diamond League,South Kimberly Plaza Field #1
South Zacharyville Bears,Westview Warriors,23,4,3.5,5.5,2024,Diamond League,South Kimberly Plaza Field #1
Kaitlynton Eagles,Catherinechester Eagles,23,2,3.0,5.0,2024,Diamond League,South Kimberly Plaza Field #1
West Matthewshire Chiefs,Stacyfort Rappers,23,3,4.0,6.0,2024,Diamond League,South Kimberly Plaza Field #1
New Jamesbury Bucaneers,Lisamouth Eagles,23,5,18.5,20.5,2024,Diamond League,South Kimberly Plaza Field #1
Paulfort Sabres,Port Josemouth Grizzlies,23,4,12.5,14.5,2024,Diamond League,South Kimberly Plaza Field #1
Jamesport Bucaneers,Port James Rappers,23,3,6.0,8.0,2024,Diamond League,South Kimberly Plaza Field #1
Erintown Bucaneers,East Kevin Raptors,23,5,3.0,5.0,2024,Diamond League,South Kimberly Plaza Field #1
Jenniferside Bucaneers,Richardbury Rappers,23,7,10.0,12.0,2024,Diamond League,South Kimberly Plaza Field #1
Johnmouth Mavericks,North Antonio Raptors,23,5,8.0,10.0,2024,Diamond League,South Kimberly Plaza Field #1
West Wendy Rappers,West Randy Commandos,24,5,8.0,10.0,2024,Diamond League,South Kimberly Plaza Field #1
Zamoraton Mavericks,Lake Ricardo Grizzlies,24,4,11.5,13.5,2024,Diamond League,South Kimberly Plaza Field #1
New Ashley Hornets,Mitchellmouth Grizzlies,24,3,6.5,8.5,2024,Diamond League,South Kimberly Plaza Field #1
South Emilyville Sox,South Marcusberg Chiefs,24,1,0.5,2.5,2024,Diamond League,South Kimberly Plaza Field #1
Mooreland Hornets,South Barrybury Hawks,24,1,2.5,4.5,2024,Diamond League,South Kimberly Plaza Field #1
Carrbury Mavericks,East Anthony Grizzlies,24,7,12.5,14.5,2024,Diamond League,South Kimberly Plaza Field #1
Brownborough Vikings,Chavezville Bears,24,2,16.5,18.5,2024,Diamond League,South Kimberly Plaza Field #1
New Ambermouth Pirates,West David Celtics,24,3,9.5,11.5,2024,Diamond League,South Kimberly Plaza Field #1
North Shannon Sabres,Edwardstown Dolphins,24,5,16.5,18.5,2024,Diamond League,South Kimberly Plaza Field #1
Bauermouth Vikings,Zacharyberg Commandos,24,3,11.5,13.5,2024,Diamond League,South Kimberly Plaza Field #1
Benjaminton Sox,Martinezton Grizzlies,24,3,2.5,4.5,2024,Diamond League,South Kimberly Plaza Field #1
New Emily Bulls,South Michelle Sabres,24,4,13.5,15.5,2024,Diamond League,South Kimberly Plaza Field #1
West Nancy Chiefs,Port Roymouth Westerners,24,3,13.5,15.5,2024,Diamond League,South Kimberly Plaza Field #1
North Kimberly Grizzlies,New Jennyton Celtics,24,6,8.5,10.5,2024,Diamond League,South Kimberly Plaza Field #1
South Zacharyville Bears,Victoriahaven Robbers,24,3,17.5,19.5,2024,Diamond League,South Kimberly Plaza Field #1
Kaitlynton Eagles,Lake Anthonytown Vikings,24,2,21.0,23.0,2024,Diamond League,South Kimberly Plaza Field #1
West Matthewshire Chiefs,Westview Warriors,24,3,4.5,6.5,2024,Diamond League,South Kimberly Plaza Field #1
New Jamesbury Bucaneers,Catherinechester Eagles,24,4,15.5,17.5,2024,Diamond League,South Kimberly Plaza Field #1
Paulfort Sabres,Stacyfort Rappers,24,2,5.0,7.0,2024,Diamond League,South Kimberly Plaza Field #1
Jamesport Bucaneers,Lisamouth Eagles,24,6,4.5,6.5,2024,Diamond League,South Kimberly Plaza Field #1
Erintown Bucaneers,Port Josemouth Grizzlies,24,3,15.5,17.5,2024,Diamond League,South Kimberly Plaza Field #1
Jenniferside Bucaneers,Port James Rappers,24,7,14.5,16.5,2024,Diamond League,South Kimberly Plaza Field #1
Johnmouth Mavericks,East Kevin Raptors,24,4,17.5,19.5,2024,Diamond League,South Kimberly Plaza Field #1
North Antonio Raptors,Richardbury Rappers,24,3,19.5,21.5,2024,Diamond League,South Kimberly Plaza Field #1
West Wendy Rappers,Zamoraton Mavericks,25,2,2.0,4.0,2024,Diamond League,South Kimberly Plaza Field #1
New Ashley Hornets,West Randy Commandos,25,4,14.0,16.0,2024,Diamond League,South Kimberly Plaza Field #1
South Emilyville Sox,Lake Ricardo Grizzlies,25,2,15.0,17.0,2024,Diamond League,South Kimberly Plaza Field #1
Mooreland Hornets,Mitchellmouth Grizzlies,25,1,4.0,6.0,2024,Diamond League,South Kimberly Plaza Field #1
Carrbury Mavericks,South Marcusberg Chiefs,25,2,7.5,9.5,2024,Diamond League,South Kimberly Plaza Field #1
Brownborough Vikings,South Barrybury Hawks,25,2,9.5,11.5,2024,Diamond League,South Kimberly Plaza Field #1
New Ambermouth Pirates,East Anthony Grizzlies,25,4,6.0,8.0,2024,Diamond League,South Kimberly Plaza Field #1
North Shannon Sabres,Chavezville Bears,25,3,5.5,7.5,2024,Diamond League,South Kimberly Plaza Field #1
Bauermouth Vikings,West David Celtics,25,3,11.0,13.0,2024,Diamond League,South Kimberly Plaza Field #1
Benjaminton Sox,Edwardstown Dolphins,25,4,10.0,12.0,2024,Diamond League,South Kimberly Plaza Field #1
New Emily Bulls,Zacharyberg Commandos,25,3,13.0,15.0,2024,Diamond League,South Kimberly Plaza Field #1
West Nancy Chiefs,Martinezton Grizzlies,25,3,15.0,17.0,2024,Diamond League,South Kimberly Plaza Field #1
North Kimberly Grizzlies,South Michelle Sabres,25,4,12.0,14.0,2024,Diamond League,South Kimberly Plaza Field #1
South Zacharyville Bears,Port Roymouth Westerners,25,3,17.5,19.5,2024,Diamond League,South Kimberly Plaza Field #1
Kaitlynton Eagles,New Jennyton Celtics,25,6,8.5,10.5,2024,Diamond League,South Kimberly Plaza Field #1
West Matthewshire Chiefs,Victoriahaven Robbers,25,3,7.5,9.5,2024,Diamond League,South Kimberly Plaza Field #1
New Jamesbury Bucaneers,Lake Anthonytown Vikings,25,4,16.0,18.0,2024,Diamond League,South Kimberly Plaza Field #1
Paulfort Sabres,Westview Warriors,25,4,2.5,4.5,2024,Diamond League,South Kimberly Plaza Field #1
Jamesport Bucaneers,Catherinechester Eagles,25,4,18.0,20.0,2024,Diamond League,South Kimberly Plaza Field #1
Erintown Bucaneers,Stacyfort Rappers,25,6,5.5,7.5,2024,Diamond League,South Kimberly Plaza Field #1
Jenniferside Bucaneers,Lisamouth Eagles,25,5,18.5,20.5,2024,Diamond League,South Kimberly Plaza Field #1
Johnmouth Mavericks,Port Josemouth Grizzlies,25,7,16.0,18.0,2024,Diamond League,South Kimberly Plaza Field #1
North Antonio Raptors,Port James Rappers,25,5,4.0,6.0,2024,Diamond League,South Kimberly Plaza Field #1
Richardbury Rappers,East Kevin Raptors,25,4,20.0,22.0,2024,Diamond League,South Kimberly Plaza Field #1
West Wendy Rappers,New Ashley Hornets,26,3,1.0,3.0,2024,Diamond League,South Kimberly Plaza Field #1
South Emilyville Sox,Zamoraton Mavericks,26,3,3.5,5.5,2024,Diamond League,South Kimberly Plaza Field #1
Mooreland Hornets,West Randy Commandos,26,4,15.5,17.5,2024,Diamond League,South Kimberly Plaza Field #1
Carrbury Mavericks,Lake Ricardo Grizzlies,26,4,10.5,12.5,2024,Diamond League,South Kimberly Plaza Field #1
Brownborough Vikings,Mitchellmouth Grizzlies,26,5,4.5,6.5,2024,Diamond League,South Kimberly Plaza Field #1
New Ambermouth Pirates,South Marcusberg Chiefs,26,2,4.5,6.5,2024,Diamond League,South Kimberly Plaza Field #1
North Shannon Sabres,South Barrybury Hawks,26,2,19.0,21.0,2024,Diamond League,South Kimberly Plaza Field #1
Bauermouth Vikings,East Anthony Grizzlies,26,1,21.0,23.0,2024,Diamond League,South Kimberly Plaza Field #1
Benjaminton Sox,Chavezville Bears,26,3,8.5,10.5,2024,Diamond League,South Kimberly Plaza Field #1
New Emily Bulls,West David Celtics,26,3,11.5,13.5,2024,Diamond League,South Kimberly Plaza Field #1
West Nancy Chiefs,Edwardstown Dolphins,26,5,6.5,8.5,2024,Diamond League,South Kimberly Plaza Field #1
North Kimberly Grizzlies,Zacharyberg Commandos,26,6,2.5,4.5,2024,Diamond League,South Kimberly Plaza Field #1
South Zacharyville Bears,Martinezton Grizzlies,26,4,6.5,8.5,2024,Diamond League,South Kimberly Plaza Field #1
Kaitlynton Eagles,South Michelle Sabres,26,3,17.0,19.0,2024,Diamond League,South Kimberly Plaza Field #1
West Matthewshire Chiefs,Port Roymouth Westerners,26,3,13.5,15.5,2024,Diamond League,South Kimberly Plaza Field #1
New Jamesbury Bucaneers,New Jennyton Celtics,26,3,19.0,21.0,2024,Diamond League,South Kimberly Plaza Field #1
Paulfort Sabres,Victoriahaven Robbers,26,4,8.5,10.5,2024,Diamond League,South Kimberly Plaza Field #1
Jamesport Bucaneers,Lake Anthonytown Vikings,26,2,21.0,23.0,2024,Diamond League,South Kimberly Plaza Field #1
Erintown Bucaneers,Westview Warriors,26,4,3.0,5.0,2024,Diamond League,South Kimberly Plaza Field #1
Jenniferside Bucaneers,Catherinechester Eagles,26,2,2.0,4.0,2024,Diamond League,South Kimberly Plaza Field #1
Johnmouth Mavericks,Stacyfort Rappers,26,5,12.0,14.0,2024,Diamond League,South Kimberly Plaza Field #1
North Antonio Raptors,Lisamouth Eagles,26,6,4.5,6.5,2024,Diamond League,South Kimberly Plaza Field #1
Richardbury Rappers,Port Josemouth Grizzlies,26,3,21.0,23.0,2024,Diamond League,South Kimberly Plaza Field #1
East Kevin Raptors,Port James Rappers,26,4,17.5,19.5,2024,Diamond League,South Kimberly Plaza Field #1
West Wendy Rappers,South Emilyville Sox,27,3,3.5,5.5,2024,Diamond League,South Kimberly Plaza Field #1
Mooreland Hornets,New Ashley Hornets,27,2,21.0,23.0,2024,Diamond League,South Kimberly Plaza Field #1
Carrbury Mavericks,Zamoraton Mavericks,27,3,13.5,15.5,2024,Diamond League,South Kimberly Plaza Field #1
Brownborough Vikings,West Randy Commandos,27,3,20.0,22.0,2024,Diamond League,South Kimberly Plaza Field #1
New Ambermouth Pirates,Lake Ricardo Grizzlies,27,4,6.5,8.5,2024,Diamond League,South Kimberly Plaza Field #1
North Shannon Sabres,Mitchellmouth Grizzlies,27,1,2.0,4.0,2024,Diamond League,South Kimberly Plaza Field #1
Bauermouth Vikings,South Marcusberg Chiefs,27,1,21.0,23.0,2024,Diamond League,South Kimberly Plaza Field #1
Benjaminton Sox,South Barrybury Hawks,27,3,15.5,17.5,2024,Diamond League,South Kimberly Plaza Field #1
New Emily Bulls,East Anthony Grizzlies,27,5,7.0,9.0,2024,Diamond League,South Kimberly Plaza Field #1
West Nancy Chiefs,Chavezville Bears,27,3,17.5,19.5,2024,Diamond League,South Kimberly Plaza Field #1
North Kimberly Grizzlies,West David Celtics,27,4,13.0,15.0,2024,Diamond League,South Kimberly Plaza Field #1
South Zacharyville Bears,Edwardstown Dolphins,27,4,9.5,11.5,2024,Diamond League,South Kimberly Plaza Field #1
Kaitlynton Eagles,Zacharyberg Commandos,27,6,2.5,4.5,2024,Diamond League,South Kimberly Plaza Field #1
West Matthewshire Chiefs,Martinezton Grizzlies,27,3,5.5,7.5,2024,Diamond League,South Kimberly Plaza Field #1
New Jamesbury Bucaneers,South Michelle Sabres,27,4,15.0,17.0,2024,Diamond League,South Kimberly Plaza Field #1
Paulfort Sabres,Port Roymouth Westerners,27,2,1.5,3.5,2024,Diamond League,South Kimberly Plaza Field #1
Jamesport Bucaneers,New Jennyton Celtics,27,3,7.5,9.5,2024,Diamond League,South Kimberly Plaza Field #1
Erintown Bucaneers,Victoriahaven Robbers,27,6,5.0,7.0,2024,Diamond League,South Kimberly Plaza Field #1
Jenniferside Bucaneers,Lake Anthonytown Vikings,27,5,17.5,19.5,2024,Diamond League,South Kimberly Plaza Field #1
Johnmouth Mavericks,Westview Warriors,27,5,1.0,3.0,2024,Diamond League,South Kimberly Plaza Field #1
North Antonio Raptors,Catherinechester Eagles,27,4,17.0,19.0,2024,Diamond League,South Kimberly Plaza Field #1
Richardbury Rappers,Stacyfort Rappers,27,5,12.5,14.5,2024,Diamond League,South Kimberly Plaza Field #1
East Kevin Raptors,Lisamouth Eagles,27,4,19.0,21.0,2024,Diamond League,South Kimberly Plaza Field #1
Port James Rappers,Port Josemouth Grizzlies,27,4,3.5,5.5,2024,Diamond League,South Kimberly Plaza Field #1
West Wendy Rappers,Mooreland Hornets,28,4,4.5,6.5,2024,Diamond League,South Kimberly Plaza Field #1
Carrbury Mavericks,South Emilyville Sox,28,1,5.0,7.0,2024,Diamond League,South Kimberly Plaza Field #1
Brownborough Vikings,New Ashley Hornets,28,1,8.0,10.0,2024,Diamond League,South Kimberly Plaza Field #1
New Ambermouth Pirates,Zamoraton Mavericks,28,1,13.5,15.5,2024,Diamond League,South Kimberly Plaza Field #1
North Shannon Sabres,West Randy Commandos,28,1,10.0,12.0,2024,Diamond League,South Kimberly Plaza Field #1
Bauermouth Vikings,Lake Ricardo Grizzlies,28,4,11.0,13.0,2024,Diamond League,South Kimberly Plaza Field #1
Benjaminton Sox,Mitchellmouth Grizzlies,28,1,15.5,17.5,2024,Diamond League,South Kimberly Plaza Field #1
New Emily Bulls,South Marcusberg Chiefs,28,1,2.5,4.5,2024,Diamond League,South Kimberly Plaza Field #1
West Nancy Chiefs,South Barrybury Hawks,28,2,6.0,8.0,2024,Diamond League,South Kimberly Plaza Field #1
North Kimberly Grizzlies,East Anthony Grizzlies,28,2,9.5,11.5,2024,Diamond League,South Kimberly Plaza Field #1
South Zacharyville Bears,Chavezville Bears,28,1,17.5,19.5,2024,Diamond League,South Kimberly Plaza Field #1
Kaitlynton Eagles,West David Celtics,28,2,11.5,13.5,2024,Diamond League,South Kimberly Plaza Field #1
West Matthewshire Chiefs,Edwardstown Dolphins,28,2,13.5,15.5,2024,Diamond League,South Kimberly Plaza Field #1
New Jamesbury Bucaneers,Zacharyberg Commandos,28,2,15.5,17.5,2024,Diamond League,South Kimberly Plaza Field #1
Paulfort Sabres,Martinezton Grizzlies,28,3,11.5,13.5,2024,Diamond League,South Kimberly Plaza Field #1
Jamesport Bucaneers,South Michelle Sabres,28,2,17.5,19.5,2024,Diamond League,South Kimberly Plaza Field #1
Erintown Bucaneers,Port Roymouth Westerners,28,3,13.5,15.5,2024,Diamond League,South Kimberly Plaza Field #1
Jenniferside Bucaneers,New Jennyton Celtics,28,7,7.5,9.5,2024,Diamond League,South Kimberly Plaza Field #1
Johnmouth Mavericks,Victoriahaven Robbers,28,3,4.5,6.5,2024,Diamond League,South Kimberly Plaza Field #1
North Antonio Raptors,Lake Anthonytown Vikings,28,2,19.5,21.5,2024,Diamond League,South Kimberly Plaza Field #1
Richardbury Rappers,Westview Warriors,28,4,2.5,4.5,2024,Diamond League,South Kimberly Plaza Field #1
East Kevin Raptors,Catherinechester Eagles,28,2,2.0,4.0,2024,Diamond League,South Kimberly Plaza Field #1
Port James Rappers,Stacyfort Rappers,28,3,6.5,8.5,2024,Diamond League,South Kimberly Plaza Field #1
Port Josemouth Grizzlies,Lisamouth Eagles,28,3,9.5,11.5,2024,Diamond League,South Kimberly Plaza Field #1
West Wendy Rappers,Carrbury Mavericks,29,1,15.0,17.0,2024,Diamond League,South Kimberly Plaza Field #1
Brownborough Vikings,Mooreland Hornets,29,1,5.5,7.5,2024,Diamond League,South Kimberly Plaza Field #1
New Ambermouth Pirates,South Emilyville Sox,29,1,17.0,19.0,2024,Diamond League,South Kimberly Plaza Field #1
North Shannon Sabres,New Ashley Hornets,29,1,8.0,10.0,2024,Diamond League,South Kimberly Plaza Field #1
Bauermouth Vikings,Zamoraton Mavericks,29,1,19.0,21.0,2024,Diamond League,South Kimberly Plaza Field #1
Benjaminton Sox,West Randy Commandos,29,1,10.0,12.0,2024,Diamond League,South Kimberly Plaza Field #1
New Emily Bulls,Lake Ricardo Grizzlies,29,1,12.0,14.0,2024,Diamond League,South Kimberly Plaza Field #1
West Nancy Chiefs,Mitchellmouth Grizzlies,29,5,4.5,6.5,2024,Diamond League,South Kimberly Plaza Field #1
North Kimberly Grizzlies,South Marcusberg Chiefs,29,2,9.5,11.5,2024,Diamond League,South Kimberly Plaza Field #1
South Zacharyville Bears,South Barrybury Hawks,29,2,4.5,6.5,2024,Diamond League,South Kimberly Plaza Field #1
Kaitlynton Eagles,East Anthony Grizzlies,29,2,1.5,3.5,2024,Diamond League,South Kimberly Plaza Field #1
West Matthewshire Chiefs,Chavezville Bears,29,3,5.0,7.0,2024,Diamond League,South Kimberly Plaza Field #1
New Jamesbury Bucaneers,West David Celtics,29,2,6.5,8.5,2024,Diamond League,South Kimberly Plaza Field #1
Paulfort Sabres,Edwardstown Dolphins,29,4,9.5,11.5,2024,Diamond League,South Kimberly Plaza Field #1
Jamesport Bucaneers,Zacharyberg Commandos,29,2,11.5,13.5,2024,Diamond League,South Kimberly Plaza Field #1
Erintown Bucaneers,Martinezton Grizzlies,29,2,15.5,17.5,2024,Diamond League,South Kimberly Plaza Field #1
Jenniferside Bucaneers,South Michelle Sabres,29,5,17.5,19.5,2024,Diamond League,South Kimberly Plaza Field #1
Johnmouth Mavericks,Port Roymouth Westerners,29,2,18.0,20.0,2024,Diamond League,South Kimberly Plaza Field #1
North Antonio Raptors,New Jennyton Celtics,29,3,12.0,14.0,2024,Diamond League,South Kimberly Plaza Field #1
Richardbury Rappers,Victoriahaven Robbers,29,3,15.5,17.5,2024,Diamond League,South Kimberly Plaza Field #1
